Species,Covariate,Model_Type,nrmse_GAM,Bayes_P,C_Hat,LOOIC
Macaca nemestrina,Avg_forest_cover_3km,GAM,NA,0.48,1,29660.78
Macaca nemestrina,Avg_forest_cover_3km,Linear,16.8,0.44,1,29776.93
Macaca nemestrina,Avg_forest_cover_3km,Quadratic,17.9,0.45,1,29687.73
Macaca nemestrina,Avg_forest_cover_3km,Cubic,10.7,0.44,1,29635.34
