Species,Covariate,Model_Type,nrmse_GAM,Bayes_P,C_Hat,LOOIC
Sus scrofa,Avg_forest_cover_3km,GAM,NA,0.67,1.01,34756.83
Sus scrofa,Avg_forest_cover_3km,Linear,4.2,0.46,1,34716.17
Sus scrofa,Avg_forest_cover_3km,Quadratic,3.3,0.45,1,34728.74
Sus scrofa,Avg_forest_cover_3km,Cubic,1.4,0.46,1,34844.75
