Species,Covariate,Model_Type,nrmse_GAM,Bayes_P,C_Hat,LOOIC
Muntiacus,Avg_FLLI_3km,GAM,NA,0.54,1,6742.69
Muntiacus,Avg_FLLI_3km,Linear,122.6,0.31,0.97,8140.64
Muntiacus,Avg_FLLI_3km,Quadratic,43.3,0.48,1,6742.78
Muntiacus,Avg_FLLI_3km,Cubic,114.8,0.48,1,6681.33
