Species,Covariate,Model_Type,nrmse_GAM,Bayes_P,C_Hat,LOOIC
Macaca nemestrina,Avg_forest_cover_3km,GAM,NA,0.7,1,13622.1
Macaca nemestrina,Avg_forest_cover_3km,Linear,14.5,0.62,1,13857.68
Macaca nemestrina,Avg_forest_cover_3km,Quadratic,278.6,0.78,1.01,13636.46
Macaca nemestrina,Avg_forest_cover_3km,Cubic,306.9,0.76,1,13628.3
